text;label
aduh iyaiya kamu yang pertama deh yang lain lewat;0
air susudah keluar belum aku natural killer masak nihh kebulor sudah nihh;1
aku tidak bawa perasaan aku berandai;2
babi dora the grownup pun banyak tanya lagi ke dahlah aku real life pun duduk office hahahhahaahhahaah;0
harga iphone boleh buat kenduri kawin;2
kebetulan jumpa orang jengka belajar upmenior sekolah masa borang dulu bapok excitednyaa aku;1
daripada kamu enggak makan lah jfclosedday;1
aku pun geli juga kadang hose itu ada dalam lubang jamban;0
aku kira hanya aku aku kira dispesialkan ternyata tidak dia juga;2
andai saja aku bisa ketemu sama kamu wahai sang bidadari tetapi itu semua cuma dalam khayalan sahaja teens paulina;2
nih buat kamu;1
aku buat sebab sayang aku nak dia percaya dengan aku yang aku boleh jaga dia aku tak mau dia ragu ragu dengan a;1
motivasi hari ini terlalu banyak penderitaan membuat resistensi akan dampak negatif bisa aku akomodir menjadi sebuah kenikmat yampokpok;2
kepada crush kalahu aku tunggu kamu mention aku memang sampai kesudah lah kamu tak mention;1
aku cuci tagan guna pencuci muka hadalabo haha megantuk sangat ke nih sampai tak boleh beda pencuci muka gan pencuci tagan;0
kamu pakai series yang mana aku lagi mencari mencari toner tapi banyak yang rekomen niacimide cuma takut tidak cocok;1
aku harus apa;1
muka kamu yang tua maksudnya;2
masialah yang anda hadapi bukan untuk menjatuhkanmu tetapi agar kamu bisia berpikir lebih dewasia hari ini kemarin dan si;0
do kamu consider further education as a must tak sekarang aku nak tau siapa yang tanya nih;1
sambat aku fan demi kesehatan mental aku tidur siang dulu iya;1
aku tidak pakai malam romantis tapi pakai vaseline lip therapy;1
aku memang jodohmu saiank ciyom dulu sini;1
viralkeun tuiips;1
motor dua pintu apa kakakrena pengaruh bucheen kakakmu jdiemakin bodoh kakak;1
hem macam kakak aku lah aku woi kan dia terus repot kat ibu ya ampun;1
sing ayu saja tok sio sio apa lagi aku sing elek mas mungkin sudah tok tendang tekan pluto kono;2
aku kiciwa sama diri aku paksyet;2
main ini yuk aku kurang kerjaan sangat;1
ya mau atuh aku mau pixynya saja;1
jangan kamu ungkit jangan tinggalkan aku jfclosedday;2
haha baik lah nanti balik aku mintak;0
eh aku tak pernah memenangis pun susudah sekolah menengah susudah kowt still menangis lagi aku rasa kamu mungkin hati batu orang tidak ada perasaan kowt;2
aku sudah tggal sorangg lain sudah sold out;1
warga bangladesh nih bagus kalau part pi awal masjid pakai pun kemas aku lalu sebelah depan tadi tudiaa bau sabun baby johnson baguih;0
ustaz cukup beg aku nih rosmah lagi pasar pon dia x nak bwk ya allah first class sudah kena hina;1
aku terima nikahnya dengan mas kahwin bacaanurah al fatihah dear future istri nanti kita kahwin saya sedekahkan al fat;0
kamu bisa mang kamu pasti bisa mangats mang ojek online;0
bagi tau aku rakyat biasa mana yang akan makan na;1
tapi dia still pondan;1
aku perhatikan setiap butir air hujan yang jatuh ke tanah ingin sekali aku mengira setiap butiran air hujan;1
paling babi bila aku sudah beli phone almost k setelah itu senang senang nak turunkan k wth man im pissed off;2
ya allah kemana saja aku iniampe baru tau kalau ada band yang keren seperti eleventwelfth kampungan sekali hamba huhu;1
bukan aku kan lagi pangkas foll nih nah foll ku bisanya di atas begitu;1
sakitan mana sama tidak di kasih kabar sama dosen;2
making love masih sendiri yuk cari pasanganmu pakai aplikasi blued pastikan kamu sudah punya blued versi baru link;1
rlt oqe pulang tidak kamu sudah jujur;0
nama di rubah jadi mbakk cantik terima kasih lo mbak sering sering saja aku jadi geer;0
ong hari ini pakai jam tangan untung aku away dari twitter;1
alhamdulillah masih hidup lagi aku huhu;0
aku tak mau dijodohake tak mau pkke;2
giveaway karena kemarin aku sudah nazar kalau jaehyun jinsoul ada momen amp loona datang ke nnr aku bakal bikin giveaway;1
betul ke orang cakap lelaki suka cewek brutal tapi kenapa aku yang brutal nih kena tinggal juga;2
aku orang jawa cok;2
iya mikh menunggu kalian datang itu dari aku sekolah dasar sampai sekarang sudah maedih nungu lama lama;1
aku bolos kemarin tidak;1
giveaway tshi asian gamesaya mau adakan giveaway tshirt official asian games untuk orang cuma ada ukuran;1
kamu perhatian aku tambah sayang;0
sekarang aku sudah adek jawapan kenapa bawang selalu kena tumbuk hem;1
aku sudah lulus sini;1
ada yang minat nak buat artwork pattern ala mandalaemalam aku try plugin mirrorme dalam illustratorenang gila nak b;1
member aku nih main game macam lagi jihad;2
malas gerak hehe kamu juga ya;1
masalahnya kamu bangga kot kena cat called gan mat salleh ingat ktorg lupa;1
haha galaq tetapi lucu aku itu mbak wkwk;0
for your information for youth information tahukah kamu indonesia berperan aktif sebagai salah satu penyumbang sampah terbesar di du;1
kamu bagaikan peri hari hari yang menemani aku dan membuatku tak sepi iyakamu;0
nanti waktunya aku menang gakah;1
kok nih aku nak luah apa nanti aku sudah lah taksuka pendam haha;1
kakak mau jelaskan tidak ke aku aku teh tidak paham apa;1
bestfriend aku jelah yang boleh paham aku sepenuhnya yang tahu time bila aku moody aku sedih aku happy amp everything di;0
kadang aku rasa kamu terpaksa kamu tak rela pun tapi sebab nak menjaga hati;2
haha biasa je just sedih lah asyik berjemur kat panas hem aku tak sabar nak habis je weh;1
kalau dikasih pilihan aku lebih pilih mengintip mamah muda dari pada gadi kalau kamu bro;1
kamu tidak sendiri;0
kalau kamu lupa aku siap ah kamu;0
lee jeno apa yang kamu lakukan;1
orang yang tadi itu termasuk adik ku ya haha memang sih sebelum nya mamak ku temakan cakap dari mamak yang lain ini tetapi;1
kayak aku nggemesin ya asli produk lokal wee;0
kayak snowith ku itu cuma aku tidak mau di cium;1
kalau akuering lihat begitu t;1
beli dong nanti belikan aku juga;0
hehe tau saja kamu;0
hai aku habis isi borang tolong dicek ya terima kasih kamu;1
direct message hotelnya nder aku study tour rencananya mau ke yoyakarta;1
kucari kamu kutemui kamu berubaah;2
namanya arif ke aku je ke yang x tahu nihh mesti aku save untuk short term memori je nihh;1
wah case chanyeol ada merah muda nya gituama dong aku juga baru beli case baru;1
terima kasih untuk kawan baik aku yang pernah tinggalkan aku niebenarnya aku lagi rela kamu pergi dari stay dengan aku;2
give away karena aku baru saja mengajukan perbaikan tiket karena kesalahan nama di tiket pesawat jadi aku mau adakan give;1
aku membela pancasila pada saat yang sama partai komunis indonesia mrlakukan kudeta berdarah karena kudeta itu tak berapasil partai komunis indonesia lalu diganyang apa;0
mau lihat aku buka semuapecial for member only;1
kamu expect orang suka jemputannya ditolak;2
sudah unduh tapi terpaksa uninstall sebab tak cover penang;2
aku banget ya allah tiap di kampus mengeluarkan binder lah ambil kotak pensil lah mengeluarkan bolpoin sama;0
ada kunjungan dari kyunghee universitas dan dosennya tau nuest by the way dosennya sudah ahjumma event organizer kamu fannya nuest;1
biarkan ssaja dia tidak memberi duit lagi jadi aku lagi dekati bang pada saja;1
diriku sendiri karena aku adalah idaman;0
aku mau kerja di sana;0
bukan aku lagi tidak suasana hati baking tapi baking bisa ningkatin suasana hatiku perubahan mindset kecil kayak begini bisa ngerubah;2
kalaulah overthink nih boleh buat duit sudah lama aku kayak;1
idm amii kasih tau aku mata jimin kenapa ya apa dia pakai kacamata biar army tidak khawatir itu tetap ke;1
aku memang push kamu aku peduli apa;2
aduh percaya deh tidak ada yang tidak samaungkin di dunia ini kalau benaran  saya dapat sama dari gojek tanggal nanti wkwkwkwkwkwwkw;0
ah kamu;1
haha apa nih aku tidak mengerti dong;2
dari sudut pandang aku ipt nih adalah tempat kamu dibenarkan untuk membuat kesilapan pensyarah dibayar untuk mendengar ide;1
padahal seulgi bias cewek yang paling aku sayang jimin juga bias wrecker di bts tapi kenapa aku gabi;1
aku mati tidak ada yang nafkahi km;2
tebak header aku itu siapa;1
eptesamaber hari selasa kesamaarin pacarku kerja pagi dari jasama jasama di sini posisinya kita lagi ldr gara aku sama;1
keeping all the uang uang yang banyak ya allah takut sangat sebenarnya duit orang duit dana aku dari zaman se;2
aku pernah sekolah dekat oversea selama tahun rilek je kami bwk phone tetapi boleh digunakan waktu rehat saja masa ke;1
aku pikir hari ini tumben kamu tidak memengaca taunya tetap saja memengaca dulu;1
main kerincing lah takpun clarinet aku itu jer yang mengerti;1
aku mau;0
apa masalahh orang yang suka pandang serong kat orang yang kerja supermarket ke kat mal dan semua yang berkaitan lah;1
halo aku niar umur tahun tinggi cuma berat badan kg bra b kulit sawomatang aku stay diurabaya bisa pria;1
amik aku bosskur;1
at first aku ingat aci mana tadi haha tak akan auto follow lak kut kah kah kah kah;1
aku susudah move on tau kenapa senyum dekat aku tadi aku susudah cair balik;0
pic ke comeynye dia dia macam eh eh aku lempang kang;1
pc game online terbaik kamu harus coba komangam blogs;1
apakah aku kamu dann mereka the agent of change jadilah pelaku perubahan walau hanya dilingkup diri sendiri dan;1
aku beruntung;0
kenapa berat badan aku selalu kg;1
haai karena bulan lalu aku resmi masuk ptn dan sudah janji mau bikin giveaway hadiahnya sunscreen skin aqua spf masih;1
yowes benar juga sih aku kira dia sebelah ono;1
lepas aku graduate nanti aku nak buat strategi keuangan macam nih;1
taklah menarik siangat dua siim camera tambah si tukar plusi kepada max apa yang buat aku tertarik dari dulu siampai;0
asalamualaikum alaikum coba tebak aku sedang dimana;1
iya papah aku hadir;0
kamu nge chat dia bar dia balas kamu cuma bar itu pun cuma emote jempol itu pun dibalas chatnya kalau dia sempe;1
jadi cuma aku yang selalu kangen lebih dulu;2
kok kamu jhtm aku;2
jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya jagalah dia baik baik teens abel;0
rlt kalian senang tidak sih kalau cowok cewek kalian hafal keseharian kalian terus ditanyain begitu ex aku tiap libur begitu selalu k;1
ada tertengok orang terdengar cerita gangbang baru baru nih haha famous orangang kampung aku yayat jangan ajak kawan;1
aku mau diresmiin sama kamu;0
anakmp sudah jago sange kalau kamu mas;1
tapi kan aku anak facebook;1
yang saitu sudah cat rambut lagiedih aku itu jadinya;2
kamu punya berapa banyak topi maybe;1
aku buka soalan terus selak bahagian b dekat pelan dongakan bumi sebagai sfera punya soalan pun susah;1
tunggu kok jadi aku yang dipalakin jfclosedday;2
nctzh kamu lagi jalan sendirian di koridor sekolah mau pulang eh di depan banyak anak cowok ternyata hc weh ada cewek;1
lihat aku aku juga ingin diperhatikan pernah kamu bertanya padaku apa aku baik saja aku di sini aku ada aku h;2
aku yakin para korban hari ini jika dia sedang depresi pelampiasan masalahnya di tuangkan ke seni bermain musik bah;1
twitter sekarang banyak remind aku yang aku single je;2
bila member yang selalu buat lawak hambar and for the first time dia buat aku gelak and i be like;1
giveaway ale produk natural pacific fresh herb tapi yang kemasan lama aku belinya di schminkhaus ya sekitar akhir;1
haha fucker kenot aku sudah stop sebab nak jawab dengan sober;1
aku suruh adik aku beli benda nih je pakai kad aku and cakap kat dia beli lah apa apa untuk dia aku expect dia bel;1
aku hanya ingin mencintai orang yang memiliki rasa cinta hanya padaku untuk selamanya;0
huhu oke terima kasih masternim aku pakai soalnya wkwk takut bagaimana saja;1
sudah yang sabar paling ya jodohnya kamu bukan dia sambil ngelus punggung teman saya saya bilang begitu lhadalah;2
memang junior sekarang tak mengerti hormat senior ke aku dulu senior tegur pasal sangul aku sudah malu gila kot nih aku;2
haha by the way kamu sorok kat mana rumah aku cun nih jiran india dia x kisah sangat pon;1
aku naik gan driver yang tak mengerti bawa kereta;1
liludin zah aku makan dulu baru on tidak apa apa;1
aku suka lihat kamu tertawa seperti ini jaga senyum dan tawa mu my bear karena kamu sumber kebahagiaan ku saran;0
dia nya nakal masa aku lagi lihat sesuatu dia langsung cium aku lt;2
kalau kamu ingin sukses cuma satu kata kuncinya jangan pernah menyerah;0
haha;0
aku rasa macam nak bercerita lah malahm nihh haha tajuk yang aku nak cerita nihh pasal kekasih yang tak wujud ya inihh;0
sharing dvd wannaone conce minat rep nanti aku direct message mau tanya juga boleh tolong bantu retweet;1
andai aku punya pengaman kayak begitu buat hati;1
bagi sikit rasa kamu itu kat aku;1
umur yang circle of friends aku ramai yang nikah ada juga yang sudah dijemput dia and here i am still feeling too young;1
persija kamu jarangendiri curvaud on tour persijaselamanya;1
terima kasih kakak nanti aku bikin fsnya ya;0
aku benci tapi aku harus katakan ya;2
kalau korang stres korang buat apa bagikan kan kalau aku buh earfone dekat telinga buka suruh ayat suci al alquran;1
aigoo bukan acakin rambutnya aku baru dapat pekerjaan;1
ini bahasa sunda artinya jijik risih kalau bahasa gaulnya reaksi kamu untuk sesuatu yang ngewe tap;1
halo jisoo ingat aku tidak;1
bestnya perasaan itu imissmyfriend too saja;1
aku diam bukan tak amik kisah langsung kadang kadang itu stalk juga;2
lihat ternyata janjimu memang sekadar frasa menenangkan namun hanya sementara jika iya mana buktinya aku menunggu namun;2
giveaway foreptember boys bday rules follow aku love video proyek ini reply mau hadiah nomer berapa ucapi;1
malu lah kalahu duk nilahi tak pernah makan dekat sini menu dari sarapan ke minum petang me bandung dengan roti;1
susudah susudah lah itu blame aku in everything;2
pernah lagi curhat sama teman dekat akunya sampai memenangis begitu ditengah memenangis bisanya kentut amp bunyi x akhirnya;2
sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b;1
she is a strong woman yang aku pernah jumpa;1
memengetik jempol biasa saja memengetik panjang jempol gemetar lalu kaku sesaat kapan kamu bisa lemas kayak biasa lagi jempolku;1
lata meraung sebelum dan selepas jadi korang masih nak pejam mata ke dengan pembalakan nihh aku harap orang balak nihh dudu;1
golden sumpah dia loyal banget walaupun sudah gede juga aku jadi kangen punya mbah buyut ku;0
siapapun itu masalahnya bukan siapa atau kenapa tapi bagaimana cara kita melihat dan terlihat bukan kata aku juga;0
memang wina doang yang bisa main twitter aku juga bisa by the way pekerjaan bagaimana nih;1
mygooddness bos aku baru beli kerusiecret lab throne series lawan gila haha t t baru siap pasang nih;0
benar banget jadi jangan sembarangan kalau sudah di sana jangan banyak tingkah berbicara dijaga aku yang cuma nola;0
dari praktikal sayang aku tak balik jadi bagi lah peluang;1
aku menyesal telah membuatmu pergi kini diam diam aku merindu dan dalam tunggu aku selalu berharap kamu cepat kembali punya;2
maaf aku dolar opp tidak;1
oh tuhan tolong aku sampaikan pesan ini padanya agar dia tahu bahwa kini aku jatuh cinta afgan pesan cinta updatelirik;0
mana adek dramaaebab jadi kat kawan sekolah aku sendiri;1
oh my god kamu harus melihat ini bigolive begitu raja nama dibaju;0
haha kenyal kenyal berasa yupie ya aku;0
mak selalu cakap doa yang baik jelah but untuk setan bertopengkan manusia macam kauo maaf man aku;1
maknanya isteri kedua ku baru borang haha;0
hi mohon maaf mengenai kendala kamu bisa langsung konfirmasi ke pihak merchant terkait pastikan limit akun kr;1
para mahasiswa yuk ketahui pentingnya program leadership program leadership memang sangat;1
konstruksi nih buat aku jam lah sumpah;1
aku baru tau jeno bisa main gitar gemas nctea;1
iya kakak t t iyaka amin kita berdoa agar mx bisa kesini pas mondoongie aku masii baik baik saja;0
ini foto siapa yang oh itu teman aku yang oh jadi sekarang suka menyimpan foto cewek lain itu cuma tem;1
abuja real version;1
aku kalau pergi ecm kan memang aku hanya guna toilet gsc jebb bersih gila siap steady boleh berakk lagi haha;0
ha bagaimana bagaimana;2
kamu itu seperti bintang tidak selalu bisa aku lihat dan kutemui tapi selalu ada di hati dan pikiranku teens rika;0
kenapaih kamu itu kaloenyum bikin aku meleleh;0
terima kasih sobat twater terima kasih berkatmu aku jadi boros hari ini hehe;0
aku menasehati kalahu resign please lah tukar numberakit hati he ari call tanya pasal kerja;1
tidak ah nanti kamu halunya menambah tinggi;2
entahlah der aku tak ada feeling apa grad stpm nih act macam iya nak meriah pun aku standart sekolah je lain lah k;2
kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag;0
ah begitu maniss banget soalnya hehe by the way semangat loving yourselfnya kak aku juga masih struggling;0
kalaulah menganituk itu saitu penyakit mesti aku susususudah stage susususudah kat icu susususudah nak mati susususudah masusususudah nganituk;1
kalau benar hyewon yang buat aku cuma mau bilang makan itu yang katanya dia tidak bisa apa dan cuma ngandelin visual he h;1
aku sudah cuba untuk menjadi yang terbaik tapi kamu x pernah menampak;2
aku tidak kurus boo;1
dirimu tidak tidur sis;1
eh memang rpp apa wkwk wah aku salah permikiran;2
apa kamu nangkring di smut pulang;1
cuukk mbak ya allah ingin misuh mengekek;2
kesal begini doang tertawa aku itu;0
sayang jangan begitu dong aku tak akan berbohong aku akan jujur sayang aku tak akan berdustaa;2
adik aku begitu gok mari mari oi;1
jono ya bu apa makna kemerdekaan bagi kamu bagi jono kemerdekaan itu tidak tergantung lagi sama mantan muridkampret;1
aku ingatkan kulit muka je yang boleh kering tapak kaki aku pun boleh kering;1
rezeki masing masing siapa aku nak mempersoalkan;1
aku bukan siapa siapa untukmu karena aku hanya bot;2
kalau kamu ajak aku pun memang aku tak nak pergi tapi kamu kena juga ajak aku aku lebih suka tolak jemputan orang daripa;0
ayo sini sama aku;0
malu lah kalahu duk nilahi tak pernah makan dekat sini menu dari sarapan ke minum petang me bandung dengan rotiambal t;1
iya aku kalau mau makan cuci tangan pakai air saja gapakai sabun tak tau kenapa pikir nanti tanganku pas makan ra;1
kebiasaan memang kaulaa;1
handphone kamu juta an jir pas baru rilis lah handphone  saya cuma juta an kurang pas baru rilis;1
mikh aku mau tanya apa benar orang yang namanyalamet kalau pergi ke inggris ganti jadi selamat;1
sangat dan aku kesal sekali;2
ya allah aku jawab kertas math ke kertas add math tadi;1
eh ada aku dalam itu;1
aku dong;0
ceritaeram di hostel ada satu malam itu aku adek dengar orang menangis depan bilik then aku buka pintu aku na;2
haha kenapa orang sekeliling aku macam nih eh;0
ngewe over cringe aku dibuatnya;2
rd wheel nanaman aku;2
tika hujan tibaeringkali aku bermonolog sendirian di dalam hatiku aku berbicara dengan hati kecilku sendiri t;2
tidak mau ah kamu bau;2
cardholders hari ini makan siang dimana kalau belum ada rencana langsung saja ke marugame udon yuk cardholders nikmati;1
kan gif juta kamu pada hilang ini aku kasih lagi nih;1
hahahahhahha aku tak macing sudah oi sebab aku selalu dapat stok papazola sis gibab;0
maaf ya hyung tidak jadi bareng aku sama temanku;2
iya cuma kamu cuma kamu mas cuma kamu;0
apa cuma aku kalau mau tidur sering kepikiran orang yang kita sayangi atau yang lagi dekat;1
aku simpulkan begitu karena aku sendiri mengetahui beberapa pastor yang ternyata pacaran sama te;1
aku apapun suka malah kecuali vanila enek;1
sok baru baru nih boyfriend aku ada bagi baju dia then kat baju iitu ada lekat bau diaejak dapat baju iitu sampai sekarang a;1
aku boncang belakang tapi aku pun nak pulas tidak macam mana;1
ini sudah tengah bulan lo mau datang kapan kamu;1
hapi aku begitu;0
aku pun adek kawan baik yang kawan lama aku sayang sangat tapi dia sudah tak mau dengan aku dan aku pon tak mau kawin dengan dia aku cam per;0
pernah dong pas bulan februari kemarin jangan tanya sekarang dia nya dimana karena aku pun tidak tau;1
aku juga menangis pas itu bawa perasaan jadi ingin nikahh;2
dia nih aku masal ikan goreng kicap pun kata sedapnya haha itulah kalau orang bekerja pasti belum lunch lagi benda sih;0
haha iya benar aku juga gemas sumpah wkwk tiap ngetap tiap tertawa;0
ingat kan aku ya suka lupa gitoh;1
hai baik saat ini transaksi kamu sudah kami bantu batalkan yailakan cek kembali;1
masih memikirkan kamu kok jam lebih;1
gemas aku sama kamu yang boleh cium tidak;0
aku maunya daniel hehe;0
tidak meminta nomor wa aku sekalian bang;1
dan aku sempatlah kata terima kasih dekat abg iitu dan sempat tidak maki akak iitu dalam hati sambil air mata jurai dari;2
aku rawat selembut sutra kok;0
jadi kalau pacar kalian sibuk itu jangan deh mepikirnya abcde pikir saja demi masa depan dia aku dulu juga pikir;0
hayuk sama aku kak aku juga sendiri nih;1
ab yang budak cinta exo mutualan ayo rt rep ya dan aku ada nya janji ikuti kenalan ya;1
hai berapa lama lagi aku harus menunggu untuk hantu yang bahkan tidak pernah ada chianti dcf;1
aku ambil pengajaran dan iktibar dari orang yang sudah kehilangan ibu atau bapa mereka mereka lagi rindu parents dia;2
orang kata jangan benci nanti lama lama jadi sayang patutlah jerawat aku tak hilang sebab aku benci gila dekat dia;2
pasti tak sampai minit balik buka pula lampu toilet sebab natural killer makan tirai susudah buka bsuluh sudah cahaya masuk cukup ter;1
nihh aku nak tanya sikit nihh tak penat ke lepas sudah kena dump pasti cari yang lain as replacement yang sedihnya pasti kena;2
mau pulang saja aku tidak dikenalin tidakusah tahan aku aku bisa pulang bawa diri sendiri;1
nasi lemakemangkuk dia rare sebab letak telur goyang sekali bukan satu tapi bijiambal dia aku suka pedas;1
aku di ajak tidak;1
pukul sudah tapi soalan tak sempat baca pun bhai barai aku ingat hari ini balik pukul;1
aku nih tak payah confess pun sudah boleh tau kena reject;2
kakak aku senank aku senank iiyaasi iyaa pasti harus sudah ngitung teknis resources niyaa juga haha seru iya;0
maaf aku tertawa;0
harus ingat nama sama line aku pokoknya;1
barang aku sudah hari coba;1
pebenda mimpi tadi nih aku sudah balik mesia pasti menyesal pasti nak datang sinih balik haha;0
tapi kamu surat pemberitahuan tahunan bagonk;1
aku dapat rasakan seolah olah allah mendengar segala rintihan hatikuungguh ciptaan allah itu indah belaka;2
baik aku simpan duit buat bayar ptptn;1
kamu tau tidak perasaan aku ke kamu kayak orang jawa ngejawab kalau disapa dalam recehkantwitter;1
kalau aku ada paypal nihh selamat sudah semua duit nihh tunggu orang bacakan yasin je;1
aku dok;1
aku lebih memilih kehilangan kamu daripada terus memaksamu untuk tetap bersamaku tanpa cinta;2
boros dontidak aku tidak hari palintidakan;1
aku aku ke sana ya nyonya aku samau ke kemvil sudah memesan ojek aku apa nyonya menonton akuearching sama siapa;1
oi aku memang tidaklah ngam betul lah dengan orang jenihs kalut gelabah bagai nih nak je aku tapakk;1
sudah lama tidak aku makan punya kamu iya tau kok enak tapi kamu jangan berisik pelan pelan saja nanti ketahuan jun;1
gantengnya dia wish me luckemoga kamu selalu dimudahkan dalam segala urusan;0
apa yang aku lakukan selama ini;2
semalam jumpa buku tajuknya how toolve of your problemso aku beli dua buku;1
iieeyy samaan kayak aku dong;0
kamu tidak sendiri kok;1
itutuuh itu parah ini lebihlebih sih galaunya semoga dapat bocoran apa bedanya deh hem aku juga masih mencari soalnyaa;2
kamu kemana saja sampai saat ini kok tidak ada kabarnya;2
apa hal pertama yang harus kamu lakukan kalau melihat ada pesan mesra dari wanita lain di ponsel ayahmu ingin melabr;1
incase korang berminat nak beli smokestick nih natural killer photoshot kawin menampak power ke natural killer main asap malam raya ke natural killer bagi jin makan;1
aku ambil deh hiks;1
sama aku juga kak wkwk;0
ini adalah thread review aku tentang munafik;2
humor aku;1
dan aku telah memilihmu untuk diriku consciousness mohon maaf lahir batin adjieahmad;0
karena fobia dengan alat kecantikan percaya diri yang kuat tidak suka dengan warna warni ingin pena;1
malas gerak moeloe nih aku adalah sudah hihi;2
iya bertanya lagi dong ini sudah bisa bayar pakai rupiah ya kasamau sama banking baca bayar nya;1
jaebum otak kanannya dominan kali ya pas dong aku sama jaebum complete each other haha;0
assalamualaikumelamat malam jumat luangkan waktu detik menyimak video ini luuremoga saya kita dia kamuela;1
line dalil dapat informasi dari mana dalil nih ya aku kasih tau dalil aku itu ulang;1
on the way mau ngelamar aku;1
cuma unni yang bilang aku jahat;2
boleh boleh nanti kamu kabari saja ya iya mau ketemu pas ic minggu nanti boleh;1
ini itu kalau aku balas sekarang telat tidak;1
kamu kemana saja tidak menelpon tidak ntidakbarin memang kamu mengerjakan apa sihibuk banget aku marah maaf sayang aku;2
aku kembar sama bayanganku;1
saat aku seperti kehilangan diri sendiri berorganisasi tak membuat ku merasa lebih baik bercengkramapun tak membu;2
lah iya aku juga pikir begitu kemarin;1
sabar banget sama manusia kayak aku hes too precious to me walaupun dia dan aku sama sama sibuk t;1
tapi fakta halo punya teman anak fk swasta di sini ceritanya mau ngevent bareng eh kayaknya aku tidak jadi ikut eve;1
bismillahemotidak aku menang tidak ini;1
aku tidak mau anak instagram masuk ke twitter;2
aku menarik diri aku lari aku menyembunyikannya sendiri aku berlagak seolah olah semuanya berjalan normal;2
kadang kamu butuh waktu untuk berpikir kmudian ambil keputusan yang tepat;1
iya ykamu lanjkamut jadinya akkamu ambil finance ykamu wkwk terima kasih kamu ykamukk;0
dekat jerantut esok sampai isnin aku dekat ipoh;1
aku goyang ya bang biar lebih nikmat;0
apa ya perasaan cewek yang pacaran diantar jemput jet pribadi aku ditraktir bakso saja sudah bawa perasaan;1
pundek lah kamu kamu ingat semua orang kayak natural killer beli baju baru je kamu ingat maternity clothes murah pakai baju besar macam mana pun;1
untuk urusan pribadi aku mempercayakan kepada dinda donadamnujusenayan;1
aku pun tengah tak settle lagi nih wah;1
haloo my last free pic ya sori buat yang kemarin ini aku tidaknti biar tidak menyakiti mata haha;0
aku seorang je ke rasa benda nihh tak kelakar malah benda nihh juga bodoh;2
doa rezeki tak putus inna ha zaa larizquna mak lahu min na fadesungguhnya ini ialah pemberian kami kepada kamu pember;1
ya rabi ampuni aku yang sedang malas malasnyaa ini;2
pahamlah aku;0
tidak kerasa ya sobat radik sudah jam saja vina dan dio menemani kamu di ensiklopedia see kamu next timee;1
aku rasa kamu just sarcasm tapi still kalau kamu serius kamu adalah makhluk yang kurang bijak apa yang dog natural killer buat masa;1
aku salah wkwk;2
selama perjalanan berasa bimbel dunia parfum kalau aku mirae pasti menyambung mengobrol sama sih bapak;1
kalau ada yang mau angkut direct message aku ya bantu teman ku soalnya dia butuh uang;1
bila kita last gaduh siak jom gaduh;1
aku dok sejid lah nih;2
salah kalau ternyata mantan kamu adalah pacarnya teman kamu yang kamu tau mantanmu punya jenis kelamin yang sama deh;1
aku diam sebab malas nak pikir serabut serabut kan otak;2
orang tua tua punya lawak nih aku tak jumpa pun punchline dia kat mana tapi dia punya gelak aku cakap kamu sikit lagi;1
pibedess haann gemas ih ingin cubit tetapi aku tidak sampai mencubit pipinya happyhanday;1
hoalaahh baru tau wkwk aku belum pernah mencoba buat ganti background nya;1
trans jh sekarang lah kamu belum bangun juga v malam sampai jumpa besok pagi rm sekarang telingaku rasanya mel;1
tidak aku malah mimpi jerawaten mbak aku wedii ketone aku luih wedi jerawaten timbakng mengerti mereka berdekatan;2
kamu ya haha;0
boleh mati aku lama begini;2
ive been mencari about bella lepas ternampak iklan kat insta which state dia start dia punya career as singer dan;1
aku tak cukup laju lagi nak lari daripada masalah ataupun masalah nih terlalu laju kejar aku sampai aku tak cukup tanah untuk lari;2
satu lagi pantang bila kita sudah post esoknya dia tanya bila barang nak sampai mana aku tahu aku bukan postman;1
ok me bandung dia memang power tak sah tak makan kalau datang sini kuah dia pekatt yang buat sedapp udan;1
aku rumah sakit;1
aku lihat dari komen instagram agnezmo dulu malas go international;1
baca reply aku pon pening;1
itu jaket kaos dan backpack kamu tukar semua wah;1
aku kuliah di jaksel tapi enggak pernah dengar yang berbicara mix begitu dehekalinya mix indonesia jawa;1
bro dalam islam dari segi nafkah zahir adalah seperti berikut isteri begitu anak begitu bapa begitu ibu begitu seterusnya ketaatan lela;1
kakak perempuan aku mau tolong giveawaynya worldwide wkwk;1
he aku je ke yang tidak ada gambar seorang;1
ada masalah ke kalau pakai gambar sendiri as a wallpaper ada pula yang tak puas hati dengan aku handphone aku kot aku tengok;2
aku berkali kali baca saja tidak paham maksudmu batidakimana nder aduh tidak danta ntidakna;2
tidak dicuci saja dia mau kok mbak kemarin dia bilang sama aku;1
aku natural killer tumpang tak bagi ya tumpang boleh bohh;1
aku keelatan saja sebab perasaan ini tak bisa ku utarakan recehkantwitter;2
tragis teruk yel;2
kamu kemana ajaih;1
hai kamu ya kamu kok senymnya bikin hati meleleh sih angel chibi;0
